,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
18,False,/zHKcFd3SOuGXrWLTCA7bs5xldhj.jpg,"[16, 28, 10751]",315823,ja,Chōdenji Machine Voltes V (超電磁マシーン ボルテスＶ),"Chōdenji Machine Voltes V (超電磁マシーン ボルテスＶ Chōdenji Mashīn Borutesu Faibu?, Super Electromagnetic Machine Voltes Five) more popularly known as Voltes V, is a Japanese anime television series that was first aired on TV Asahi starting June 4, 1977. It was created by Saburo Yatsude (a pseudonym referring to a committee within Toei Company) and directed by Tadao Nagahama. Voltes V is the second part of the Robot Romance Trilogy of the Super Robot genre which includes Chōdenji Robo Combattler V and Tōshō Daimos. Like Combattler V, the series was animated by Sunrise and produced by Toei Company. The series was animated by Sunrise on Toei's behalf. This super robot along with the other two aforementioned super robots first appeared the USA as a part of Mattel's Shogun Warriors line of import toys, released in the late 1970s.",0.679,/q300nqcX7FSp09He8uhHTCsaUAa.jpg,1977-07-05,Super Electromagnetic Machine Voltes V,False,9.5,1
19,False,,"[35, 10751]",288685,en,The Phone Call,"Scott starts work at a drive-in burger and ice cream restaurant when his paper route proves inadequate to raise the money he needs for a mail order karate course. He has determined that this course will help him gain the self-confidence he needs to get up the courage to call and ask Pam out to see a movie. Although at first just commenting on his mistakes, Becky, a co-worker, offers to help him make the crucial phone call. In the process Scott offers insights about how Joe is abusive in his relationship with Becky.",0.65,/mgqoOaWitXTeyk1P1gXvJ2QsXU2.jpg,1977-01-01,The Phone Call,False,9.5,2
20,False,/gTcdOesLbU3GXNow3QjVOGyvbSQ.jpg,[],371988,fa,Samad Dar Be Dar Mishavad,Persian (Iranian) Movie,1.15,/3XyF9cswk7cdqXTTw9cEMaZMK9G.jpg,1978-03-18,Samad Becomes Homeless,False,10.0,2
21,False,/eQRqv1sIGwLy7XXMBaGx3n27tCH.jpg,[18],366800,da,"Hør, var der ikke en som lo?","The late 1930s. A young enemployed, unskilled worker walks through the streets of Copenhagen, sustaining himself partly on the dole and free soup-kitchen meals and partly on day-dreams. He spends time at a cemetry studying headstone inscriptions. Mild-mannered and of poetic bent, he understands little of an intellectual friend's advice and shies away from the love of a woman who shares her bed with him.",0.939,/fZaiODGc1fqDoUIdoFVJrNfM3Lu.jpg,1978-09-14,Did Somebody Laugh?,False,10.0,2
22,False,,[99],361062,en,Fast Break,"Evoking a cinema verite feel not found in most sports documentaries, Fast Break examines the 1977 Portland Trailblazers basketball team in a surprisingly personal and compelling fashion. Inter-cutting excerpts from the 1977 playoff / championship season, the film steps outside of the basketball court, and into the everyday lives of the Trailblazers, as well as their coach Jack Ramsey. Whether it’s biking the Oregon coast with star center Bill Walton, hosting a kids basketball camp with Dave Twardzik, or joking with Maurice Lucas at the pool – Fast Break lets the players speak for themselves: about basketball, life and playing in Portland.  Fast Break, a film documentary about Bill Walton and the Portland Trail Blazers winning the 1976-77 NBA title and the aftermath of their accomplishment, is the greatest movie I have ever seen on the subject of professional team sports, basketball as a metaphor for life, and the perfect practice of Zen Buddhism in American society.",0.661,/8eqMeqlWnpIRcu2myf4MNM5Yjqp.jpg,1978-01-01,Fast Break,False,10.0,1
23,False,,"[9648, 99, 10770]",353997,en,Manbeast! Myth or Monster?,"A documentary that explores the existence of Bigfoot, the Yeti and other legendary humanoid-type creatures.",0.719,/qaD62ojzl6Id8jxQAaKrRoLB9jk.jpg,1978-01-01,Manbeast! Myth or Monster?,False,10.0,2
24,False,,"[18, 35, 10749]",352979,ar,على هامان يا فرعون,A Kuwaiti comedic romance drama following the story of an accountant that fell in love with the daughter of his employer.,0.6,,1978-01-01,على هامان يا فرعون,False,10.0,1
25,False,,[18],347157,fi,Syksyllä kaikki on toisin,"A small Finnish town bank manager gets caught in the midst of local politics, with dire effects on his family and himself.",0.6,/jcxaVkCCU4eCwlZOscdD5Um0261.jpg,1978-10-06,Autumn Is to Change It All,False,10.0,1
26,False,,"[18, 10749]",334293,en,Ikaw ay Akin,"Rex Aguilar is torn between two women: her girlfriend for 5 years Tere, and the woman gave her excitement Sandra.",0.6,/6ff5qFykFuKosvuRUnMHDidrSww.jpg,1978-12-08,You Are Mine,False,10.0,1
27,False,,[16],331399,ja,Kagaku ninja tai Gatchaman,Five young superhero ninja employed by the International Science Organization oppose an international terrorist organization of technologically advanced villains who are trying to control Earth's natural resources.,0.6,/3i1nUT1rWpvuRHXcfpxfFrzXsh6.jpg,1978-07-14,Gatchaman the Movie,False,10.0,1
28,False,,[35],330038,da,Lille spejl,"Heavily influenced by the French stage sensation La Cage Aux Folles (which was filmed the very same year) this trite drag-queen comedy about a group of homosexuals sharing an apartment with a naive but straight country boy did not live up to expectations. The lead characters lead boring lives during the day and, as depicted here, downright pathetic existences at night, all decked out in peacock plumes and high heels and with nowhere to go. Several of the performances -- especially Fritz Helmuth as the love-starved, aptly named Bent -- manage to reach a little beyond the stereotypes, but Bodil Kjær, of all people, delivers a simply dreadful (and one-note) parody of a once-glamorous movie star.",1.135,/k8mC0CVHmzAVaYqfIwgytRHQ00m.jpg,1978-02-24,"Mirror, Mirror",False,10.0,1
29,False,,[],325613,en,Mad Love,Jeff Keen had a chance encounter with a collection of old 78 speed records at a Brighton flea market and used it as an opportunity to create a surrealist film (naming it after the poetry collection by André Breton). A requiem for B movies and the marginalised popular side of cinematic history.,0.6,/ePDqt8213w6nx0akskroqpmBcpM.jpg,1978-01-01,Mad Love,False,10.0,1
30,False,,[35],325561,sr,Nije nego,"Professor Herceg struggling with difficulties, it is not easy to determine how students conveyed knowledge, and even harder to avoid the hatred of the disciples, and sympathy for the students. Arrival of television in school, a poll about the new school, students' imaginations and similar conditions will not relieve his problem.",0.84,/5tpJzMauQ3NLHqedwkM3WlutSim.jpg,1978-02-02,Tit for Tat,False,10.0,2
31,False,,[],308069,hi,Phandebaaz,"Raajkumar Kakkar, a poor young man who resembles Rana Shantidas, a wealthy man, impersonates him and enjoys his credit to have all facilities. He falls in love with Shanti, a rich girl and discloses his true identity. The rich father refuses to accept him, but Shanti marries him. Rana Shantidas, who is in fact being blackmailed by his minister, swaps places with Raajkumar. The latter finds himself the target of a bloody pot. He, however, boldly fights against all odds to help Rana Shantidas get rid of the blackmailing Diwan.",0.62,/1bQ663hss9HBXdS9IEWTBUC3Unf.jpg,1978-07-07,Phandebaaz,False,10.0,1
32,False,,[],283988,en,Guerillere Talks,"This experimental short consists of eight unedited rolls of super-8 film, each of which profiles an individual woman in real time. The women engage in everyday behaviour, such as playing pinball or reading a letter aloud.",0.663,/j3YccZuJEJXwpMxdnJbcVwoExss.jpg,1978-01-01,Guerillere Talks,False,10.0,2
33,False,,[],263983,pt,"J.J.J., o Amigo do Super-Homem",,0.6,/uQWb5QzEXojxzRS6rsDzbH3Y8lH.jpg,1978-01-01,"J.J.J., o Amigo do Super-Homem",False,10.0,1
34,False,/qht10acaebdkNw2zGlihW4f2076.jpg,"[12, 10751]",257590,hu,Vakáció a halott utcában,A group of children are spending their summer in the newly built district which doesn't have any attractions...,0.6,/yiGceleBqf3ts51GSRygzIr96mI.jpg,1978-08-24,Vacations on the Dead Street,False,10.0,1
35,False,,[99],250534,en,She Had Her Gun All Ready,"Two women- one passive and resigned, the other aggressive and domineering - interact in various locations in New York city. The film explores the dynamic between them before ending with a showdown at the roller-coaster on Coney Island.",0.6,/yr0e9gmEHtbCi0vTShPSATOgvmV.jpg,1978-01-01,She Had Her Gun All Ready,False,10.0,2
36,False,,[35],243063,it,Le voci di dentro,,0.6,/wevJldnXUiTHOdXMEfIBmFwaN77.jpg,1978-01-03,Le voci di dentro,False,10.0,1
37,False,/bpaqCAOREREJxL3FuDFsN7NDWip.jpg,[],213120,pt,Ninfas Diabólicas,"Two hitchhiking young women involve the men who give them a lift in a game of sex, telepathy and death.",0.6,/52VVUIS6uw1WvqY3EhEZQdOl1A.jpg,1978-05-24,Ninfas Diabólicas,False,10.0,1
38,False,/9OkZsWAitqt24AsqmKthnZJZ00T.jpg,"[10751, 99, 18]",204559,ja,キタキツネ物語,"A family of foxes fight to survive against the harsh but beautiful backdrop of Hokkaido, Japan's northernmost island.",0.6,/jDtN3kYKdVTP6b1JgqrB70vVkLw.jpg,1979-01-05,The Glacier Fox,False,10.0,1
39,False,/axpX5JASqBPYQIFcP5bYAx9FKKu.jpg,[],200284,zh,不擇手段,Nobody would think that Bruce Li and Yuen Wo Ping has much in common but this epic film proves otherwise. After the death of Bruce Lee a new star is chosen and mayhem follows. The whole Yuen Clan contributes in what could be Li's greatest action scenes.,0.6,/sqokUQ7pQTxclI3RhJYMJ6BJEAg.jpg,1978-04-18,Dynamo,False,10.0,1
40,False,,[18],456268,da,Achilleshælen er mit våben,,0.6,,1979-03-19,Achilleshælen er mit våben,False,10.0,1
41,False,,[18],455339,da,Skal vi danse først?,,0.873,/ApvcKscVzrUfaJCn95lPpKFbv4y.jpg,1979-12-21,Skal vi danse først?,False,10.0,1
42,False,,[18],434888,da,Drømme støjer ikke når de dør,"It has hardly been seen before that a 83-year-old actor has starred in a Danish film, but it is the case here, where Kai Holm says goodbye to a long life in film and theater service. He plays an old peasant who on his deathbed is waiting for his son (Jon Bang Carlsen). In a few days he relives the village life, he comes from, and which was marked by a hard and authoritarian upbringing. He is at his father's deathbed despair because it is still impossible to make contact, and in a crisis situation, he recognizes his father's brutality in itself. The film draws a bitter picture of human relationships where dreams while they die, degenerates into power relations.",1.373,/jqfnUetdMyJnIUECOsGdvVyAgOH.jpg,1979-04-26,Dreams Don't Make Noise When They Die,False,10.0,1
43,False,,"[35, 10402]",434832,it,Ciao Ni!,,0.6,/2k8NLNib9oRrGi9rnsaVhqBdcra.jpg,1979-01-01,Ciao Ni!,False,10.0,3
44,False,,[18],415084,tr,Yuvasız Kuşlar,A rich girl bets on dating a Turkish folk singer just to make fun of him in front of his friends. But the bet at the end turns into a love story...,1.4,/l8iUp2h61f99DPPSImhyKNcEmIA.jpg,1979-05-02,Birds with No Nests,False,10.0,1
45,False,,"[18, 10770]",414128,en,O Youth and Beauty!,"Cash Bentley and his wife Louise lead an average upper-middle-class life in suburbia, with a nice home and two fine children. But Cash grows increasingly unsettled in his life, yearning for the glories of his athletic youth and watching them fade further in the distance with accumulating age. Louise worries about him as his difficulties with mid-life pull him further away from happiness and comfort with his family.",0.62,/zyPUwr2vpPPJ5rXsurnZqlnVKMJ.jpg,1979-10-30,O Youth and Beauty!,False,10.0,1
46,False,,"[18, 10770]",413831,en,The Sorrows of Gin,"Oscar nominee Sigourney Weaver (Aliens) and Emmy-winner Edward Herrmann (The Purple Rose of Cario) portray an affluent suburban couple whose empty and gin-fueled lives are observed through the eyes of their neglected, eight-year old daughter.",1.135,/uHP3Kh5fpAz7L4irHnKvC4AY32x.jpg,1979-10-24,The Sorrows of Gin,False,10.0,1
47,False,,[],407826,en,Bakit May Pag-ibig Pa?,"This drama offers a rare chance to compare the styles of two major Filipino filmmakers. Ishmael Bernal directs the first episode from a screenplay by Jorge Arago, about a chance encounter between a spirited ex-nun and a dispirited architect played by Nora Aunor and Christopher de Leon. Celso Ad. Castillo helms the second episode from his own screenplay, tells the story of another chance encounter this time between Solly (Alona Alegre) and Chris (Romeo Vasquez), two former lovers.",0.6,/OPH0YFjT5srMLLRAi75JDT5EyY.jpg,1979-05-15,Why Is There Love?,False,10.0,1
48,False,,[],404661,en,Kitty: Return to Auschwitz,"Kitty, a Jewish survivor from the Holocaust, is taken back to Auschwitz, where she revives her imprisonment and life under the 3rd Reich",0.6,/A859O4aS6s4rqdkcG2toYXBJdj3.jpg,1979-08-29,Kitty: Return to Auschwitz,False,10.0,1
49,False,,[],402594,pt,"Patty, a Mulher Proibida",,0.87,/gQzLEoFpa9RzmVmNGfyofyRlV3y.jpg,1979-06-17,"Patty, a Mulher Proibida",False,10.0,1
50,False,/rz5XqgGV6FWGPZ1DM4L9GQQjF9v.jpg,[80],366535,cs,Diagnóza smrti,,1.4,/7D70c44MUauJclv6mdqUsUUeaHr.jpg,1979-12-01,Diagnóza smrti,False,10.0,1
51,False,,[],357789,en,The Cartoon Theatre of Dr Gaz,"Action and animation are pushed to the extreme in this frenetic film. Keen makes references to the God-like status of the director, the framed world of the cinema  and the history of popular entertainment.",0.6,/6AjIhmxWHtnP9NnnrqB6mQqB4Cm.jpg,1979-01-02,The Cartoon Theatre of Dr Gaz,False,10.0,1
52,False,/c0q14VJXchmizc2VQwEnXDhg5J1.jpg,"[18, 35]",351622,ko,병태와 영자,"Byung-tae joins the army after being dumped by Young-ja. With two months until discharge, Young-ja comes to visit him. She sends him a letter saying she'll never forget him and that she was marrying Ju-hyuk, a doctor.",0.62,/wzflzGAQytK8d5xPyTTSFduEMF1.jpg,1979-02-09,The March of Fools Part 2,False,10.0,1
53,False,,[],327617,en,SBB: Follow My Dream,SBB: Follow My Dream,0.6,/uc05462z5rNeqXrfPceohYgNvGP.jpg,1979-02-27,SBB: Follow My Dream,False,10.0,1
54,False,/6A2zjSkh33IuvFNEjk9wEldzMiC.jpg,[10402],327455,en,SBB Live in 1979,SBB Live in 1979,0.6,/eCtX44zYrpnTPiZK57jOcrkPGM0.jpg,1979-01-01,SBB Live in 1979,False,10.0,1
55,False,/uAnkCWIy6vxnbubCaSlctIXodEa.jpg,"[28, 14, 12]",316315,tl,Tonyong Bayawak,Story of Tonyong Bayawak who was given strong powers but in return turns him into a wild boar whenever he gets angry,0.6,/dtDUh213YjkoKop7mqnQlzhAy6P.jpg,1979-10-15,Tonyong Bayawak,False,10.0,1
56,False,,[99],308396,en,Beware The Rapist,Public information film regarding female safety and how to safeguard against rape,0.62,/wqQBuHhTw7pjnOTohlv6JLAxPsP.jpg,1979-01-01,Beware The Rapist,False,10.0,1
57,False,,"[35, 27]",299496,en,Dracula Bites the Big Apple,"In 1979 Richard Wenk directed a bizarre short film by the name of Dracula Bites the Big Apple. It begins in sepia and a quote from Hamlet, but quickly moves into colour and disco as the titular Count boards a plane to New York to check out the “pulsating night life”. What follows is a blend of some very obvious gags, a handful of more imaginative ones, over-egged performances and an irresistible musical number revolving around a cover version of King Harvest’s Dancing in the Moonlight. Oh, and the owner of Studio 54, Steve Rubell, pops up in a cameo playing himself. It really is a genuine curiosity, an odd mix of comedy, horror, musical and love letter to New York which Wenk absolutely refuses to take seriously. Dracula Bites the Big Apple enabled Wenk seven years later to create the Grace Jones vehicle Vamp.",0.6,/kECBmYzfppD2prbTMJ0dmAHH5RS.jpg,1979-01-01,Dracula Bites the Big Apple,False,10.0,1
58,False,,[18],279409,en,Beauty Becomes the Beast,Directed by Vivienne Dick.,0.62,,1979-01-02,Beauty Becomes the Beast,False,10.0,1
59,False,/oIr9Aox28wgwuJwB2hFOKPD6aS5.jpg,[35],266964,bg,От нищо нещо,The ridiculous prejudices of the people in the countryside can bring troubles just like that when two different lifestyles are faced to each other.,1.24,/1tV6BbBEHdWazCcsmZGYJZ9fXRX.jpg,1979-07-08,Something Out of Nothing,False,10.0,1
60,False,/wJr0xVwLmjY15MYpi0cilRgToQJ.jpg,"[18, 35, 10749]",21028,ru,Москва слезам не верит,"This is a life story of three girlfriends from youth to autumn ages. Their dreams and wishes, love, disillusions...",4.244,/m6nWRLCaKsGErs7x8rDj9XuTVEG.jpg,1980-11-11,Moscow Does Not Believe in Tears,False,7.9,88
61,False,/4XTKChJtltS9wlG8JpkcLG1FIPi.jpg,"[18, 10751, 10749]",80310,sv,Barnens ö,Reine is supposed to go to a summercamp called 'Childrens island' but decides to remain in Stockholm over the summer while his mother is working at a hotel. She thinks he is at the camp and he tells her he his. We then follow him around Stockholm that summer and see what he encounter on the path of life.,8.382,/a7adCavkHcR31sEBkDmwkrWFwX2.jpg,1980-12-25,Children's Island,False,6.9,7
62,False,/4oWA3of8n1YhRk4WNFAIq1NJtgD.jpg,"[16, 35, 10751]",31112,en,"Bon Voyage, Charlie Brown (and Don't Come Back!)","Charlie Brown, Linus, Peppermint Patty and Marcie travel to France as foreign exchange students. Also along is Snoopy and Woodstock. While everyone is excited about the opportunity to travel to a foreign country, Charlie is disturbed by a letter he receives from a mysterious girl from France who invites him as a her guest only to find that he does not seem welcomed to her Chateau.",3.831,/eds4cxarUjHn7OdDd26SauphUnR.jpg,1980-05-30,"Bon Voyage, Charlie Brown (and Don't Come Back!)",False,6.8,31
63,False,/5HgAc2rA3BuS4ppO2mWctsJLe2l.jpg,"[80, 18]",114051,es,Navajeros,"Jose Manuel Gomez Perales, ""El Jaro"", lives alone in Madrid, with no other company than his band and his ""girlfriends."" One day he meets Mercedes, a prostitute of Mexican origin. Mercedes falls for him and offers him her home to take him apart from his life of crime.",1.827,/dfRLCER3enIr8N9gcIZWD97qgYA.jpg,1980-10-06,Candy Razors,False,6.5,12
64,False,/ub0OsGrVNTQ7qJOdwh1Uy2Cb2JE.jpg,"[18, 35]",184979,tr,Banker Bilo,Bilo and his friends made an agreement with Maho to go to Germany.,2.636,/yUGLHLquCcbSXlUaL0v4faZZIGY.jpg,1980-01-01,Banker Bilo,False,7.1,19
65,False,/kyNJl2ZTxEIKOKDYYR7VqCWekZx.jpg,"[35, 80, 18]",189888,en,The Baltimore Bullet,A tale of two hustlers trying to set up a big game.,1.399,/sWMXILIEPvQulXkIBfgu0DOc7BH.jpg,1980-03-31,The Baltimore Bullet,False,6.0,3
66,False,,"[18, 35]",337434,es,Cocaína,,0.6,/9OmxFlwKPAY1jYzVNbdsUtXISjg.jpg,1980-01-01,Cocaína,False,0.0,0
67,False,/rDhqqhedXA3S0mjYB0BWMJNTRoA.jpg,"[28, 35]",19267,en,The Big Brawl,A young Asian American martial artist is forced to participate in a brutal formal street-fight competition.,5.577,/4CXdankJXL1jqAb4wHOjoJPvwpn.jpg,1980-09-10,The Big Brawl,False,5.7,56
68,False,,"[28, 80]",216598,pt,O Torturador,"Zionists hire a hitman to kill a Nazi war criminal exiled in a Latin American country, where he's being protected by the local dictator.",0.62,/gWerj3fhvMXlEKLzx6ZTq1Bco3I.jpg,1980-05-19,The Torturer,False,5.0,1
69,False,/469kv11UdGJkLTmwa2RHH5O3rk5.jpg,"[12, 18, 37]",85548,en,Windwalker,An ancient Indian warrior who has reached the end of his life is brought back from his 'death' to save his family from a raiding party of enemy Indians in this unique story of 'Indians without a single cowboy.,1.228,/9TqchxwxJhutkIO3BwdibYcxN8J.jpg,1980-12-12,Windwalker,False,5.7,6
70,False,,[],543448,en,How to Be a Detective,A film about being a detective,0.6,,1980-06-01,How to Be a Detective,False,0.0,0
71,False,,[],556267,el,Τώρα Θέλω... Τώρα!,In a cosmopolitan hotel of Athens in Greece are gathered various people who are shooting a musical show for TV.,0.6,/g7H4nbmi43sBlKE72a98Hg2EcU9.jpg,1980-01-01,Τώρα Θέλω... Τώρα!,False,10.0,1
72,False,/crAocI3nUKssPWPEwjqpbIQPRZW.jpg,"[10770, 10402]",536316,pt,Rita Lee Jones,"The brazilian star Rita Lee makes an exclusive concert to be part of the TV special ""Grandes Nomes"".",0.666,/UHmJkoxbaILyUBHNT5SRMkrEMq.jpg,1980-11-07,Rita Lee Jones,False,10.0,1
73,False,,[],515832,hi,Ganga aur Suraj,"Shekhar and Vikram are rivals working on either side of the law, little do they know that they are actually brothers separated at birth",0.6,,1980-01-01,Ganga aur Suraj,False,10.0,1
74,False,,[],458457,pl,Igraszki z diabłem,,0.6,/db7308PuSQBinVCClFr6g2QVwwq.jpg,1980-01-14,Igraszki z diabłem,False,10.0,1
75,False,,[35],456653,da,Næste stop paradis,,0.638,/rtmmks7j6xlYW37rJwQBgnVmpUX.jpg,1980-11-17,Næste stop paradis,False,10.0,1
76,False,,[10751],456325,da,Kaptajn Klyde og hans venner vender tilbage,,0.6,/1PwBOwT3eJeMBCS9uqAnlUZSWDr.jpg,1980-12-26,Kaptajn Klyde og hans venner vender tilbage,False,10.0,1
77,False,,[35],455445,da,Undskyld vi er her,,0.6,,1980-12-26,Undskyld vi er her,False,10.0,2
78,False,,"[10749, 18, 35]",442583,hu,Vámmentes házasság,"Dini goes to Sweden illegally and abandons his fiancée, Mari. After several months a young Finnish businessman called Pekka arrives in Budapest, carrying a letter and package from Dini. The sympathetic Pekka is judged by the friends of Mari to be suitable for the task of a nominal marriage, by which Mari could get out legally to Dini.",0.84,/jNDCiSm2NDOrTNk0bPdii7RCFBn.jpg,1980-02-19,Duty Free Marriage,False,10.0,1
79,False,,[10402],436435,en,Bandish,A Pakistani musical,0.6,/2FjqTrIx2CVpxFz7B0IryFXP0h9.jpg,1980-01-11,The Bar,False,10.0,1
80,False,/hdmZVHZSvOkQv4Qq6H55BFR8sHt.jpg,"[35, 10749, 10751]",73247,en,Heartbeeps,Domestic robots fall in love and run off together.,1.751,/aBbjWJRU0NEAlg7cjf2nesGaLN.jpg,1981-12-18,Heartbeeps,False,3.6,8
